time,kind,title,url,content
23:18,生活,【癢癢動畫】每天一杯基改豆漿　過敏男發癢起疹抓到出血,https://tw.news.appledaily.com/life/realtime/20171106/1235913/,（更新：新增影片、動新聞）60歲的顏姓白領上班族，屬易過敏體質，近月來身上皮膚莫名長出發癢小疹皰，買藥膏擦也沒有用，手腳還因抓癢抓到破皮流血，他到住家附近的皮膚科診所求診沒有效，持續2周，他擔心是身體免疫系統出現問題，到梧棲童綜合醫院過敏免疫風濕科求診。顏姓男子告訴說，近月來看同事上班喝豆漿，他也改變飲食習慣，託同事在早餐店多買一杯豆漿，每天早上來一杯，沒想到同事沒事，他卻鬧癢癢；鄭聖翰要求顏男先停止飲用豆漿，同時在患部擦藥三天，小疹皰果然逐漸消退，發癢情形也明顯改善。鄭聖翰說，顏男體質易過敏，平日花粉類食物如蜂蜜等都不吃，以前沒有喝豆漿習慣，近月來才開始喝，因此研判他可能因食用疑似基改豆漿才出現過敏。鄭聖翰說，豆漿的主要成分是黃豆，曾有調查報告指出，國人食用的黃豆製品，大都是基因改造的進口黃豆。而基改黃豆主要針對作物抗蟲特性或改良營養成份等方向進行培育；透過基因改良技術，進行各物質的DNA轉移。而經過基因改造的食物，可能具有人體未曾接觸過的蛋白質或其他物質，對於這些未曾見過的蛋白質或物質，有些人會特別敏感，進而產生過敏反應。鄭聖翰呼籲，民眾選購食品時要注意食物產地與構成，若本身具過敏體質者更要小心，食品選擇以天然的最好，若加工製程品則要注意成分與來源，選擇添加物越少的越好，避免誤食引發身體過敏物質而出現不適症狀。（孫義方／台中報導）出版時間 16：15更新時間 23：18
21:58,娛樂,淺野忠信神演技點哭穴　池端玲水龍頭開關自如,https://tw.entertainment.appledaily.com/realtime/20171106/1236055/,日本名模池端玲名中文嚇嚇叫，昨天歡度30歲生日，她正在拍日劇《刑事ゆがみ》的拍攝演出，無暇慶祝，但仍感覺非常幸福。她和資深前輩淺野忠信、神木隆之介、稻森泉、高梨臨等前輩共演，她覺得非常榮幸，開心說：「這次可以跟很多厲害的前輩一起合作，我真的很開心，從他們身上學習到很多東西！」 她形容自己就像一塊海綿，在對戲過程中，從前輩身上吸取到很多養分！尤其是淺野忠信，「實在是太厲害！」跟他演對手戲，從排練到正式來一直哭不停，「根本不用擔心哭戲哭不出來，淺野哥出神入化的演技，打開了我的開關，演幾次就哭幾次呢！」她代言的「SEXYLOOK」上市1周銷售突破20萬片，池端玲名謙虛表示：「謝謝粉絲和廠商的支持，這真的是畢生最棒的生日禮物！」（陳穎／綜合報導） 
15:06,生活,米其林指南評審嚴格　匿名、不重複評鑑同一餐廳,https://tw.news.appledaily.com/life/realtime/20171106/1235933/,《台北米其林》明年第一季正式登台，包含各大餐廳、民眾都很關心評鑑員要如何選出星級餐廳，米其林區域總裁方諾德表示，會在本地、國際招募評鑑員，並經過嚴格內部訓練，依照會根據食材準備程度、食物準備技巧和口味是否融合、創新程度、用餐的食物體驗的一致性、是不是物有所值等五項標準評鑑，而不是依照個人口味。方諾德表示，招募米其林美食評鑑員，非常注重背景是不是相關行業，後續則會進行內部訓練，務求每個評審員都能遵循五大標準進行評鑑，也有很多資深評鑑員可以分享經驗，評鑑的時候，不是根據評審員個人的口味，而是根據一定的流程，去評斷盤中的料理，且評鑑員會分區域工作，同一評鑑員不會也連續二年評鑑同一區域、同一家餐廳，確保公正，方諾德還開玩笑說：「有興趣也可以來應徵，但我個人是沒有成功應徵上」。方諾德表示，評審員是非常吃重的工作，每年要評鑑250家餐廳，還要大量出差，還得要分辨菜裡面精細的不同之處，是非常專業工作。對於日前傳出已有評鑑員進行評鑑，甚至有餐廳業者宣稱拿到密探的名片，方諾德表示，整個評鑑就是明年第一季發表，整個評鑑過程還沒有完成，而評鑑過程也有非常嚴謹過程，包含某一家餐廳是否可摘星，評鑑過程中，對於該餐廳有疑慮，意見不一至，會再派出評審員再度確認。方諾德表示，米其林評審員訪問過程中是匿名的，事前不預告，用餐過程中不做筆記，沒有特定行為，「不像電影中演得那樣」，且餐費全由米其林支付，但用完餐、付完錢後，有些問題需要請教主廚，是可以表達身份和主廚有意見交流。（朱正庭／台北報導）想知道更多，一定要看……台北米其林指南明年登台　米其林：夜市小吃也能入選
22:43,社會,外役監受刑人脫逃　阿嬤：麥做傻事緊回去,https://tw.news.appledaily.com/local/realtime/20171106/1236127/,（更新：增加王敏旭資料照片、影片）台中監獄外役分監今午發生首起受刑人脫逃事件，因強盜案入獄的受刑人王敏旭（25歲），利用在分監外農場工作的機會脫逃，獄方人員下午3時許點名時發現，發動搜尋只找到他的帽子及撕下的臂章，確定王男已脫逃，這才連繫台中市警方協尋，市警局已通報各分局加強查緝。王敏旭疑因家人太久沒探訪而脫逃，王妻與王母獲悉後也外出到處找人，只剩祖母與一對年幼子女在彰化市家中，其祖母親情喊話，要王男「趕緊回去，不要再做傻事了！」。 「怎麼會這樣！」王男祖母嘆氣說，以往都是孫媳婦去探視王男，但因為王母最近騎車摔傷，車也摔壞了，孫媳婦必須照顧王母，因此大約半個多月沒有去探視王男，沒想到他卻做這種傻事。 王男祖母表示，王父過世，王母工作養家，王男以前都被人找去賭博，可能因此鑄下大錯才會被關，大約被關了1年多了，今天下午就有人通知說孫子跑了，媳婦跟孫媳婦都騎機車出去找人了，她留在家裡照顧曾孫，一邊煩惱不知道能不能找到人。 王敏旭因強盜案進入彰化監獄服刑，因表現良好，6月移監至台中監獄外役分監，今天他與其他受刑人在分監外的農場工作，有管理人員負責監控，下午2時20分時點名時王男還在，沒想到下午3時再次點名就不見人影，獄方發動搜尋，在附近找到他撕下的臂章及帽子，這才確認他脫逃，下午3時25分向台中市警方通報。王男逃亡時身穿白色汗衫、藍色工作褲，轄區第四分局春社派出所第一時間就出巡邏車在外役監附近查察，但並無所獲，市警局已通報各分局加強查緝。彰化地檢署襄閱主任檢察官林漢強表示，王男今年初因表現良好，改到外役監服刑，須執行5年2個月刑期，確定脫逃就會立即通緝，逃逸對假釋分數有影響。（鮮明、鄧惠珍／台中彰化連線報導）發稿時間 1935更新時間 2144想知道更多，一定要看……驚！台中外役監受刑人跑了　警方搜捕中
17:30,生活,家長放任小孩破壞　裝置藝術慘變「帳篷」,https://tw.news.appledaily.com/life/realtime/20171106/1236039/,裝置藝術變成孩子玩具，看在創作者眼裡，絕對是心痛不已。昨（5日）台北市華山文創園區周末展覽，許多民眾攜家帶眷前來遊玩，卻有家長放任小孩破壞裝置藝術，小孩在三角錐狀裝置藝術裡鑽來鑽去，家長不但沒阻止，反而看得很開心，甚至拿出手機紀錄「天倫之樂」。一名網友在《臉書》不公開社團「爆料公社」發文，表示昨日前往華山文創園區時，正在舉辦Maker faire展覽，一群父母帶著小孩把戶外裝置藝術當成玩具，其中三角錐狀的裝置藝術，整個版子遭到拆除，連竿子都拔起來，擺在外面3個裝置藝術，幾乎無一倖免。 此外，網友還提到裝置藝術被小朋友爬進爬出，讓藝術品秒變成「帳篷」般蹂躪，倒的倒、歪的歪，而且一家接著一家玩，讓他一氣之下將這一幕拍下來，並怒斥「希望人要有公德心，破壞的人，如果你家變成這樣你會有什麼感受呢？」許多網友看到影片及照片後，都憤憤不平「恐龍家長，到時會說敢放就要考慮被小孩弄壞」、「不是該教導孩子那是觀賞的，不能動手去碰的。」、「這也能叫做家長嗎？根本屁孩」、「下次旁邊應該標價，這樣家長就知道了....」、「家長水準就不知道，你怎麼要求他教育他的小朋友」。（即時新聞中心／綜合報導）
17:37,生活,​辦桌被嫌有夠low 　總舖師列出菜色屌打飯店,https://tw.news.appledaily.com/life/realtime/20171106/1236045/,近日有網友在網路發文問，婚禮辦桌「低俗悶熱又不衛生」，現在還有女生願意接受嗎？沒想到釣到專業辦桌的「台菜二世祖」來「爆氣」回文說，辦桌的菜色根本「屌打飯店不知道幾百條街去了」。 「台菜二世祖」在《PTT》「八卦板」霸氣回應說：「辦桌low又怎麼樣？菜色屌打飯店不知道幾百條街去了！1萬（元）的（菜）單有：龍蝦、石斑、大草蝦、鮑魚佛跳牆等等海鮮料理，1萬（元）飯店的單有甚麼？光把1份炸湯圓當作菜來上，就不知道被我們甩到哪裡去了！要戰菜色，飯店敢嗎？」 「台菜二世祖」也說，現在辦桌也會去「婚宴會館」或「活動中心」辦，舒適度不輸大飯店，而且不收10%的服務費，更霸氣的是，「要搞預算無上限，辦桌絕對不會輸飯店，只是要看主家口袋深不深」，「台中顏清標娶媳婦時席開超過1900桌，沒有一間飯店吃得下這個單，結果也去體育場請外燴師傅來烹煮。」 網友紛紛支持回應：辦桌王出現啦我真心覺得辦桌不錯吃啊辦桌真的比較好吃，食材又好飯店有1萬的桌嗎辦桌真的好吃，1萬屌打飯店辦斗真的吃的比較爽，幾十年經驗，星級飯店時間久又吃不飽新人成長影片我根本不想看，辦桌才是王道只能推了辦桌真心好吃推，現在辦桌一點都不low，辦在里民中心不少，冷氣強又舒服 （即時新聞中心／綜合報導）
17:39,社會,警抓民眾違法採土石　網友不挺反而酸爆了,https://tw.news.appledaily.com/local/realtime/20171106/1236038/,保七總隊昨天在《臉書》粉絲專頁發文，表示在屏東縣高樹鄉荖濃溪舊寮段護岸河川區域內，當場查獲一名邱姓男子在違法採取土石，將他移送地檢署偵辦，並提醒民眾不要擅自採取土石以免觸法，並表示會持續加強取締以保護生態環境。結果執法卻反而被網友酸爆，痛斥警方根本「只打蒼蠅，不敢打老虎」。原來這名邱男開著小貨車採取土石，而車斗上只有一顆石頭，網友們紛紛留言「那些砂石廠用怪手挖就保持生態嗎？放屁」、「一顆就會破壞生態？那砂石車加怪手就不會」、「殺石車咖大尾保欺不敢動，只會打壓人民」、「該管的不管，徒手能搬多大的石頭？」、「如果是三十公斤以下的石頭不是免向主管機關報備嗎？」、「算他倒霉，小老百姓都法辦，大財團都沒看到」。（即時新聞中心／綜合報導）
17:40,生活,望高寮崩塌地整治　日月潭塔塔加單車賽改路線,https://tw.news.appledaily.com/life/realtime/20171106/1235996/,更新:新增影片「2017日月潭Come!Bikeday騎響花火音樂嘉年華」今年首次推出日月潭、塔塔加自行車挑戰賽，吸引3000人報名，預計本周末登場，但因豪雨、颱風導致台21線草坪頭至塔塔加路段多處坍方，尤其是望高寮路段大崩壁因整治管制通行，日月潭風管處實地會勘後，決議更改路線，上周五於官網發公告，今天由中華民國自行車騎士協會發簡訊個別通知。 日月潭Come!Bikeday賽事包括可愛有趣的「兒童滑步車賽」、漫遊日月潭自行車道的「單車逍遙遊」、可飽覽日月潭風光的「環潭挑戰遊」，及遠征玉山塔塔加的80K山水挑戰路線「日月潭玉山塔塔加自行車挑戰」，其中最具挑戰的日月潭玉山塔塔加路線因崩塌地治理工程出現變數。 日月潭風管處府處長陳志賢解釋，草坪頭到塔塔加路段至少有八處坍塌地正在施工，公路總局信義工務段原預計11月初完工通車，不過台21線115.4公里望高寮路段大崩壁長達300公尺，坡面極度不穩，導致治理工程延宕，基於安全考量更改路線，於台21線110.5公里處、草坪頭路段折返，原總爬升2562.81公尺，降1300公尺、剩1252公尺，但全程多10公里、約90公里。(楊靜茹／南投報導)出版時間:17:27更新時間:17:40
21:44,地產,產業面臨「缺地」？　今年工業用地交易超夯,https://tw.finance.appledaily.com/realtime/20171106/1236081/,新增：表格面臨產業「五缺」，中央急從「缺地」開刀！繼上週五《產創條例》三讀通過，行政院長賴清德今日再開記者會，親自說明缺地政策。於此檢視今年工業用地交易發現，不僅全台交易熱絡，光光新北市就較去年同期，狂增百億元交易額。專家表示，工業用地交易夯，卻有不少中小企業直喊買不到地，推測中間確有「囤地」問題。 「拚經濟大家要一起來，不能有些在拚經濟，有些人在囤地牟利」，賴揆於記者會上表示，目前產業面臨的缺地問題，將透過3大策略、12項具體做法，釋出1442公頃產業用地，來滿足廠商設廠投資需求，而3大策略分別是「公有土地釋出、民間閒置土地輔導釋出、產業用地開發與更新」。 在中央想火速解決缺地問題之際，據內政部實價登錄統計，今年1至9月全台工業用地交易量，交易總額較去年同期增加最多前5名，分別為狂增百億元的新北市，成長近45億元的台南市，以及苗栗縣、宜蘭縣與桃園市。從年增幅度來看，基隆市今年工業用地的交易總額較去年增幅607.5%位居冠軍，其次苗栗縣、宜蘭縣、南投縣與新北市，全都有超過100%增幅。 東森房屋研究中心副理于靜芳表示，今年南部地區大型工業用地交易轉熱絡，如台南市年增近45億元，除因南部工業用地基期、單價低，帶動企業前往增點進駐、擴廠外，日前台積電3奈米製程新廠，也將落腳於台南科學園區，整體上下游投資規模有望達到7500億元以上水準。 「工業用地交易夯，卻有不少中小企業直喊買不到地，推測中間確有囤地問題。」針對交易量狂增的新北市，大家房屋企劃研究室主任郎美囡分析，除汐科園區，今年新北市前3季的單筆交易金額多半不到5000萬元，交易面積並不大，但交易量大，累積起來的總額仍頗驚人，推測除自用整合外，部分也有資產配置的考量。（黃阡阡／台北報導）出版時間：18：35更新時間：21：44更多地產新聞，請看蘋果地產王粉絲團想知道更多，一定要看……【有片】北市商辦租量　這裡擠掉信義區躍居季軍【買房問蘋果】欠租金！　房東4個月後才能追討蠟燭香氛想用得久　第1次燃燒很重要！看了這則新聞的人，也看了……3招解決企業缺地　商仲：細節需更明確【缺地片】政院釋出公有地解決缺地問題　藍委：都是廠商不想去的地方【更新】賴揆提3招解決缺地問題　可提供產業用地1442公頃
21:43,體育,中信不執行明年選擇權　鄭達鴻：我今年打不好,https://tw.sports.appledaily.com/realtime/20171106/1236190/,鄭達鴻前年決定行使自由球員權利，並從義大犀牛轉戰中信兄弟，簽下2加1年合約，只是今年打完經典賽後，他的表現一直不理想，球團決定不執行明年選擇權。對於這個結果，明年元月將滿37歲的鄭達鴻無奈的表示：「是我自己今年打不好，只能看看其它球隊有沒有機會。」鄭達鴻由於狀況不佳，今年8月就被下放小聯盟，但他一直期待有機會重返一軍，甚至希望在季後賽證明自己身手仍在，即使球隊秋訓早已結束，但他仍是回到母校高苑工商維持自主訓練。鄭達鴻表示，球團通知他不續約，單純是表現不佳的球團決定年輕化考量，並不是團隊或紀律的問題。(王覺一／台北報導)
